"Time or Position Data [mm, s]",Measured Data [any unit]
0.843000000000004,0.0145127584
0.844000000000001,-0.0016213911
0.844999999999999,-0.0033953018
0.845999999999997,0.0051187651
0.847000000000001,0.0140501573
0.847999999999999,0.0291597905
0.848999999999997,0.025563618
0.850000000000001,0.0184434937
0.850999999999999,0.0111324048
0.851999999999997,0.0005457675
0.853000000000002,0.0035210051
0.853999999999999,0.0025625585
0.854999999999997,0.0035663589
0.856000000000002,0.0156343446
0.856999999999999,0.0156733727
0.857999999999997,0.0229728966
0.859000000000002,0.0334104882
0.859999999999999,0.0403575712
0.860999999999997,0.0364287611
0.862000000000002,0.0305305896
0.863,0.021323156
0.863999999999997,0.0143736208
0.865000000000002,0.0220297211
0.866,0.0235871355
0.866999999999997,0.027655122
0.868000000000002,0.0316876934
0.869,0.0275963364
0.869999999999997,0.0331644458
0.871000000000002,0.038521501
0.872,0.0262455883
0.872999999999998,0.0197289591
0.874000000000002,0.0158612971
0.875,0.0123007685
0.875999999999998,0.0124741508
0.877000000000002,0.0119426439
0.878,0.0257308569
0.878999999999998,0.0315803672
0.880000000000003,0.0293617458
0.881,0.0212711958
0.881999999999998,0.0207686653
0.883000000000003,0.018949093
0.884,0.0268054552
0.884999999999998,0.0353587434
0.886000000000003,0.037279876
0.887,0.0359131351
0.887999999999998,0.0304891676
0.889000000000003,0.0361793652
0.890000000000001,0.03407798
0.890999999999998,0.0339970994
0.892000000000003,0.0272280999
0.893000000000001,0.0192598636
0.893999999999998,0.0200733874
0.895000000000003,0.0088172753
0.896000000000001,0.0115153962
0.896999999999998,0.0225260575
0.898000000000003,0.0358380693
0.899000000000001,0.0400174577
0.899999999999999,0.0314650302
0.901000000000003,0.0390531017
0.902000000000001,0.0436666512
0.902999999999999,0.0512721019
0.904000000000004,0.0486017966
0.905000000000001,0.0470218213
0.905999999999999,0.0412406703
0.906999999999997,0.0371718529
0.908000000000001,0.0383579393
0.908999999999999,0.0420718698
0.909999999999997,0.0520902505
0.911000000000001,0.0424064573
0.911999999999999,0.0169463427
0.912999999999997,0.0029582696
0.914000000000002,0.0009075545
0.914999999999999,0.0128889439
0.915999999999997,0.0160667472
0.917000000000002,0.021624973
0.917999999999999,0.0379465041
0.918999999999997,0.0408959998
0.920000000000002,0.0480687305
0.920999999999999,0.0543334589
0.921999999999997,0.0534405163
0.923000000000002,0.0483690822
0.924,0.0431817921
0.924999999999997,0.0372541878
0.926000000000002,0.0487419179
0.927,0.0393252737
